Start,End,Purity
3128599,3128624,0.9615384615379999
3145503,3145528,0.923076923077
4468461,4468487,0.925925925926
4980193,4980219,0.963
5120787,5120819,0.909
6859434,6859461,1.0
7403627,7403655,0.931034482759
7403830,7403856,0.964285714286
8500007,8500031,0.96
8502571,8502613,0.9545454545450001
8633612,8633636,0.92
9363787,9363826,0.9
9364334,9364360,0.963
9369312,9369341,0.933333333333
9435244,9435268,0.96
9445963,9445988,0.9615384615379999
9673917,9673977,0.918032786885
9675112,9675142,0.903225806452
9714073,9714101,0.931034482759
9714644,9714672,0.931034482759
9761345,9761372,0.929
9768005,9768030,0.923076923077
9800333,9800361,0.9309999999999999
9801211,9801241,0.935483870968
9814339,9814363,0.92
9844883,9844911,0.931034482759
9845591,9845615,1.0
9901976,9902004,0.965517241379
9941790,9941816,1.0
10105778,10105826,0.9387755102040001
10163366,10163393,0.929
10164274,10164299,1.0
10165720,10165748,0.965517241379
10250169,10250193,0.96
10271789,10271821,0.909090909091
10318176,10318203,0.928571428571
10319766,10319800,0.914285714286
11627201,11627230,0.9666666666670001
11627206,11627234,0.933333333333
11644846,11644876,0.935483870968
11702448,11702479,0.9375
11702629,11702655,0.9259999999999999
11702732,11702756,0.96
11704384,11704427,0.909090909091
12003784,12003822,0.9487179487180001
12004446,12004475,0.9
12160047,12160071,0.92
12547109,12547135,0.963
12556357,12556387,0.903
12619244,12619271,0.9640000000000001
12741782,12741811,0.9666666666670001
12750131,12750155,0.92
13419963,13419987,0.92
13478404,13478428,0.92
13571187,13571213,0.925925925926
13635376,13635409,0.9705882352940001
13880137,13880161,0.92
13881334,13881359,0.9615384615379999
14063322,14063373,0.923076923077
14064465,14064495,0.935483870968
14064741,14064773,0.909090909091
14403076,14403124,0.96
14682993,14683023,0.903225806452
15002643,15002675,0.9393939393940001
15004889,15004914,0.9
15033640,15033664,1.0
15097527,15097555,0.931034482759
15271057,15271082,0.9229999999999999
15415040,15415070,0.903225806452
15417458,15417490,0.9393939393940001
15521723,15521777,0.928571428571
16218807,16218832,0.923076923077
16266603,16266632,0.9
16268311,16268346,0.944444444444
16884984,16885011,0.9640000000000001
17408261,17408316,0.910714285714
19934300,19934331,0.9375
20012961,20012989,0.933333333333
23806174,23806200,0.9259999999999999
23910075,23910099,0.92
23916723,23916747,0.96
24228635,24228671,0.919
25500452,25500481,0.9666666666670001
25778923,25778952,0.9666666666670001
25785134,25785159,0.9615384615379999
27204271,27204321,0.9215686274510001
27425681,27425711,0.903225806452
27485028,27485052,1.0
27720532,27720571,1.0
27721915,27721948,0.941176470588
28433756,28433792,0.918918918919
30606691,30606715,0.92
31831407,31831431,0.92
31980806,31980863,0.9137931034479999
31981114,31981140,0.925925925926
31988602,31988630,0.931034482759
32126202,32126235,0.971
32390115,32390145,0.903225806452
32390546,32390576,0.903225806452
32572489,32572516,0.9640000000000001
33073844,33073869,0.964285714286
33074324,33074405,0.9404761904760001
33095211,33095235,1.0
33113143,33113179,0.918918918919
33114038,33114065,0.928571428571
33114083,33114108,0.9229999999999999
33220468,33220493,1.0
33276020,33276050,0.9375
33645928,33645976,0.96
35681081,35681108,0.9640000000000001
36380408,36380432,0.92
36740119,36740143,0.96
36907453,36907482,0.9
36994801,36994827,0.925925925926
37001951,37001979,0.931034482759
37012901,37012925,0.96
37014209,37014242,0.912
37025589,37025613,0.92
37026845,37026872,0.928571428571
37026846,37026873,0.928571428571
37149522,37149546,0.96
37861835,37861866,0.9059999999999999
37964030,37964069,0.95
38166790,38166814,1.0
38265335,38265359,0.92
38795330,38795357,0.964285714286
39064265,39064291,0.963
39147202,39147234,0.909
40388572,40388624,0.962962962963
40388590,40388630,0.90243902439
40455932,40455959,0.929
40457227,40457251,0.96
41954178,41954210,0.909090909091
41956201,41956226,0.9229999999999999
42158777,42158809,0.909
42158966,42159005,0.9523809523810001
42406454,42406494,0.926829268293
42514543,42514583,0.9523809523810001
42632059,42632086,0.964285714286
42659187,42659221,0.942857142857
42659325,42659355,0.903225806452
42659390,42659419,0.9
42659396,42659425,0.9
42684291,42684320,0.9666666666670001
42700165,42700191,0.964285714286
42700279,42700305,0.962962962963
42702746,42702771,0.923076923077
42758063,42758097,0.972222222222
42760293,42760334,1.0
42904548,42904582,0.914285714286
44504455,44504486,0.96875
44650071,44650103,0.909
44798327,44798351,0.92
44798329,44798353,0.92
44799755,44799779,0.92
44975748,44975773,1.0
44975777,44975809,0.9393939393940001
45146088,45146115,0.929
45225151,45225195,0.933333333333
45594783,45594847,0.9393939393940001
46465600,46465624,0.92
46467622,46467664,0.9069767441859999
46553056,46553080,0.92
46576481,46576511,0.935483870968
46735778,46735802,1.0
46863685,46863712,0.928571428571
46883157,46883181,0.96
46883361,46883386,1.0
46976880,46976916,0.918918918919
46976958,46976982,0.96
46979918,46979944,0.9259999999999999
47002084,47002110,0.9259999999999999
47125319,47125348,0.9
47125465,47125489,0.92
47164013,47164053,0.951219512195
47277994,47278020,0.925925925926
47278976,47279012,0.946
47281340,47281365,0.9229999999999999
47426420,47426449,0.9
47443238,47443280,0.9545454545450001
47443282,47443316,0.944444444444
47505271,47505295,0.92
47514061,47514097,0.923076923077
47809232,47809259,0.964285714286
47892669,47892693,0.92
48000219,48000247,0.931034482759
48239432,48239459,1.0
48425810,48425840,0.935483870968
48551517,48551552,0.972222222222
48559903,48559955,0.943396226415
48610705,48610731,0.962962962963
48683984,48684024,0.951219512195
48685190,48685231,0.9318181818179999
48687071,48687104,0.941176470588
48695833,48695862,0.9329999999999999
48696102,48696126,0.92
48752914,48752950,0.9459459459460001
48766220,48766254,0.942857142857
48900004,48900033,0.9
