Start,End,Purity
110207,110231,0.92
409213,409241,0.965517241379
460948,460975,0.929
461052,461081,0.9
475984,476016,0.9393939393940001
529944,529968,0.92
544707,544736,1.0
588055,588087,0.909
663218,663245,0.928571428571
675685,675712,0.964285714286
678497,678525,0.931034482759
696216,696240,0.92
801736,801765,0.9666666666670001
806459,806483,0.92
809308,809340,0.9390000000000001
816143,816169,0.9259999999999999
816413,816444,0.9059999999999999
816500,816525,0.9229999999999999
823125,823149,0.96
827391,827418,0.964285714286
841400,841427,0.964285714286
841574,841638,0.9229999999999999
841720,841745,0.923076923077
871755,871789,0.971
892902,892943,0.976
913056,913080,0.92
914583,914610,0.964285714286
929482,929512,1.0
932460,932521,0.903225806452
998890,998926,0.9473684210529999
1021886,1021911,0.9229999999999999
1025179,1025235,0.982
1031565,1031594,0.9
1060511,1060538,0.929
1070297,1070323,0.925925925926
1070498,1070526,0.931034482759
1076479,1076513,0.914285714286
1078131,1078160,0.933333333333
1096476,1096505,0.933333333333
1275921,1275949,0.966
1354985,1355021,0.9459459459460001
1382676,1382704,0.9309999999999999
1402081,1402105,0.96
1402586,1402614,1.0
1403180,1403204,0.92
1407624,1407666,0.953488372093
1436976,1437017,0.9523809523810001
1478413,1478445,0.9393939393940001
1480566,1480593,0.929
1480777,1480801,0.96
1508780,1508807,1.0
1509259,1509284,0.923076923077
1567998,1568032,0.942857142857
1568090,1568123,0.941176470588
1568272,1568299,0.964285714286
1568979,1569004,0.9229999999999999
1569515,1569540,0.9615384615379999
1570022,1570048,0.9259999999999999
1650419,1650449,0.903225806452
1753862,1753893,0.90625
1863583,1863608,0.9615384615379999
1969225,1969250,0.9615384615379999
1979433,1979464,0.9375
1996568,1996592,0.96
2015541,2015582,0.9523809523810001
2015792,2015818,0.9259999999999999
2017122,2017155,0.941
2017416,2017441,1.0
2042873,2042900,0.964285714286
2043976,2044008,0.909090909091
2049909,2049935,0.962962962963
2095178,2095214,0.972972972973
2152876,2152902,0.925925925926
2163053,2163084,0.9690000000000001
2163757,2163784,0.928571428571
2164084,2164113,0.9
2280054,2280080,1.0
2292400,2292428,0.931034482759
2390229,2390258,0.9
2457498,2457523,1.0
2474423,2474452,0.9
2738201,2738230,0.9
2739100,2739124,1.0
2784757,2784781,0.96
2785545,2785571,0.9259999999999999
2808459,2808492,1.0
2866323,2866349,0.9259999999999999
2899778,2899805,0.929
2900286,2900314,1.0
2901516,2901540,0.92
