Start,End,Purity
282862,282887,0.9229999999999999
283058,283091,0.941
284579,284621,0.9069767441859999
319240,319265,0.9615384615379999
629174,629209,0.916666666667
629482,629535,0.9074074074070001
1207651,1207676,0.9620000000000001
1280836,1281036,0.910447761194
1281097,1281144,0.9375
1281154,1281191,0.9470000000000001
1283144,1283211,0.9259999999999999
1283555,1283579,0.92
1287145,1287170,0.923076923077
1288953,1288978,0.9229999999999999
1289539,1289563,0.92
1289603,1289629,0.9259999999999999
1340102,1340133,0.90625
1392955,1393025,0.915
1466845,1466891,0.9148936170209999
1635867,1635892,0.9229999999999999
2426420,2426451,0.9059999999999999
2426739,2426766,0.929
2853203,2853228,0.9229999999999999
2911670,2911696,0.962962962963
2959944,2959968,1.0
2960269,2960297,0.965517241379
2969738,2969762,0.92
3004855,3004885,0.967741935484
3344148,3344185,0.9470000000000001
3344958,3344982,0.96
7842084,7842124,0.9523809523810001
9034673,9034715,0.953488372093
9766909,9766953,0.9111111111110001
9786353,9786382,1.0
9931896,9931921,0.9229999999999999
10015311,10015335,0.962962962963
10063962,10063990,0.9666666666670001
10566498,10566571,0.9459459459460001
11111356,11111380,1.0
12497064,12497099,0.9440000000000001
12975184,12975214,0.903
13045215,13045244,0.9329999999999999
13045391,13045416,0.9229999999999999
13782758,13782787,0.9666666666670001
14021815,14021855,0.976
14021908,14021934,0.9259999999999999
15256309,15256335,0.962962962963
15270082,15270111,1.0
15316447,15316486,0.9
15333699,15333729,0.903
15600166,15600192,0.963
15749484,15749511,0.928571428571
15789836,15789860,0.92
16650510,16650534,0.96
16671500,16671531,0.96875
16702034,16702067,0.912
16703929,16703957,0.931034482759
16717875,16717902,0.928571428571
16718496,16718524,0.9309999999999999
16851136,16851167,0.938
16864527,16864553,0.962962962963
16946739,16946774,0.944444444444
16946867,16946913,0.9148936170209999
17375338,17375371,0.912
17803936,17803977,0.904761904762
18219911,18219936,0.923076923077
18507553,18507592,1.0
18672298,18672326,0.965517241379
18706819,18706846,1.0
18817074,18817110,0.918918918919
19516326,19516351,0.923076923077
19671370,19671415,0.9347826086959999
19887602,19887652,0.980392156863
20235623,20235656,1.0
20266727,20266791,0.9076923076919999
21374599,21374633,0.972222222222
21656802,21656826,0.96
21659499,21659539,0.9318181818179999
21941885,21941923,1.0
22271140,22271171,0.9375
22271956,22272000,0.933333333333
23333728,23333769,0.928571428571
23334751,23334820,0.942857142857
23665488,23665519,0.90625
23731615,23731641,0.925925925926
23742206,23742258,0.925925925926
23781872,23781913,0.9523809523810001
23880705,23880741,0.925
23881561,23881594,0.941176470588
23881948,23881976,1.0
23910757,23910783,0.962962962963
24007509,24007536,1.0
24053512,24053539,0.929
24171911,24171947,0.9459459459460001
24465188,24465217,0.9
24646475,24646499,0.96
24648450,24648475,1.0
25017489,25017514,0.923076923077
27747259,27747329,0.943661971831
28788467,28788498,0.938
29918124,29918149,0.923076923077
30310863,30310891,0.931034482759
30859366,30859396,0.903225806452
30859925,30859949,0.92
31267106,31267136,1.0
31876691,31876720,0.9
33129321,33129356,0.944444444444
33338461,33338496,1.0
33340520,33340552,0.9390000000000001
34940859,34940887,0.965517241379
34941644,34941683,0.925
37406592,37406616,0.92
37779061,37779092,0.9375
37779096,37779128,0.9393939393940001
37779493,37779527,0.944444444444
37846178,37846206,0.931034482759
37990039,37990069,0.903225806452
38220723,38220766,0.9318181818179999
38302804,38302828,0.96
38561247,38561274,0.933333333333
38561449,38561480,0.96875
38561504,38561534,0.903
38804032,38804057,0.9615384615379999
40658689,40658716,1.0
40665532,40665563,0.9059999999999999
41448553,41448577,0.92
41563041,41563075,0.942857142857
41590516,41590540,0.92
43657090,43657124,0.944444444444
43882903,43882936,0.9705882352940001
46758945,46758973,0.9309999999999999
46836254,46836279,0.9615384615379999
46836342,46836406,0.9384615384620001
47079399,47079425,0.963
47145622,47145662,0.951219512195
47199775,47199800,0.9229999999999999
47208315,47208343,0.931034482759
47222651,47222675,0.92
47369099,47369187,0.932584269663
47370049,47370075,0.962962962963
47371476,47371503,0.929
47469316,47469348,0.909090909091
47562486,47562519,0.941176470588
47631560,47631591,0.90625
47660135,47660169,0.942857142857
48060241,48060291,0.923076923077
48062979,48063003,0.92
48068172,48068204,0.9696969696969999
48068262,48068312,0.9607843137250001
48256453,48256482,0.933333333333
48382972,48382999,0.928571428571
48465311,48465335,1.0
48510568,48510592,0.96
48510736,48510813,0.935897435897
48511194,48511230,0.918918918919
48573627,48573652,0.923076923077
48588882,48588910,0.965517241379
48596686,48596716,0.903
48765578,48765607,0.9666666666670001
48789307,48789334,0.928571428571
48834785,48834827,0.9302325581399999
48834828,48834852,0.9615384615379999
48895977,48896002,0.9229999999999999
48896152,48896176,0.96
48898783,48898824,0.97619047619
48957716,48957759,0.9318181818179999
48958641,48958667,1.0
48999198,48999227,0.9
49060428,49060458,0.967741935484
49124956,49124980,0.92
49125287,49125320,0.941176470588
49125670,49125710,0.90243902439
49158151,49158187,0.9459459459460001
49161402,49161429,0.929
49170620,49170652,0.9393939393940001
49171146,49171170,0.96
49185897,49185922,0.923076923077
49208809,49208841,0.9393939393940001
49235831,49235877,0.9375
49258682,49258710,0.933333333333
49269834,49269858,0.96
49280232,49280263,0.9690000000000001
49280235,49280266,0.9690000000000001
49323894,49323959,0.924242424242
49333438,49333504,0.910447761194
49343004,49343038,0.914285714286
49534032,49534066,0.914285714286
49581804,49581838,0.914285714286
49694027,49694071,0.933333333333
49879521,49879548,0.929
49879946,49879975,0.9666666666670001
50470065,50470093,1.0
50471682,50471715,0.941176470588
51332722,51332746,0.92
51406661,51406692,0.9375
51496498,51496522,0.92
52866551,52866575,1.0
53076475,53076502,0.928571428571
53082571,53082598,0.964285714286
53425510,53425541,0.9375
54021452,54021486,0.9714285714290001
54332865,54332898,0.911764705882
55025328,55025354,1.0
55076364,55076396,0.944444444444
55090315,55090366,0.904
55219602,55219641,0.9
55264889,55264916,0.9640000000000001
55265795,55265823,0.933333333333
55490195,55490234,0.9
55716425,55716449,0.96
57592293,57592319,0.962962962963
57681038,57681063,0.9620000000000001
57682128,57682168,0.951219512195
63676025,63676049,0.92
63705363,63705405,0.9318181818179999
64194631,64194655,0.96
64922249,64922305,0.929824561404
65524734,65524763,0.933333333333
65535582,65535613,0.9375
66041460,66041517,0.931034482759
66617851,66617875,0.92
67545322,67545388,0.9565217391299998
67546520,67546568,0.941176470588
69164585,69164614,0.9
69503718,69503748,0.903
69616552,69616576,0.96
69956332,69956361,0.9
69957479,69957504,0.9615384615379999
70051236,70051272,0.919
70051237,70051273,0.919
70060884,70060924,0.90243902439
70268885,70268913,0.931034482759
70275658,70275687,0.9666666666670001
70443596,70443622,0.962962962963
70444744,70444774,0.903225806452
70445114,70445154,0.926829268293
70931193,70931233,0.97619047619
70931497,70931542,0.9347826086959999
71109945,71109971,0.9259999999999999
71113308,71113334,1.0
71116790,71116830,0.951219512195
71117993,71118017,1.0
71146130,71146160,0.903225806452
71146178,71146226,0.9387755102040001
71148926,71148950,0.92
71255085,71255170,0.9651162790700001
71255198,71255225,0.929
71289593,71289617,0.96
71290710,71290743,0.911764705882
71393230,71393268,0.95
72179973,72180025,0.905660377358
72210208,72210252,0.933333333333
72238960,72239002,0.93
72277847,72277872,0.923076923077
72571547,72571583,0.9459459459460001
72574462,72574487,0.9615384615379999
72713671,72713721,0.9215686274510001
72874643,72874752,0.909090909091
73002089,73002113,0.92
73002672,73002718,0.9148936170209999
73002740,73002835,0.9790000000000001
73003119,73003144,0.9620000000000001
73003231,73003282,0.903846153846
73003495,73003538,0.909090909091
73129521,73129554,0.941
73213833,73213857,0.96
73563364,73563395,0.96875
73563417,73563487,0.915492957746
74421737,74421767,0.935483870968
74422183,74422216,0.941176470588
74519716,74519741,0.9615384615379999
74744934,74744994,0.902
75156905,75156929,0.96
75272272,75272297,0.9229999999999999
75272322,75272357,0.917
75274781,75274819,0.925
75523502,75523544,0.9318181818179999
77716302,77716328,0.925925925926
77716329,77716353,0.92
77785780,77785805,0.9229999999999999
77786905,77786949,0.9565217391299998
77786911,77786953,0.9302325581399999
77898342,77898381,0.9
77970665,77970714,0.9
78659155,78659181,0.962962962963
79368149,79368183,0.914285714286
80020271,80020298,0.929
80020272,80020299,0.929
80020326,80020355,0.9666666666670001
80022033,80022071,0.925
80022110,80022134,0.96
80809765,80809809,0.9111111111110001
80809824,80809848,0.9615384615379999
83506313,83506339,0.925925925926
84187981,84188011,0.9393939393940001
84471245,84471286,1.0
85248473,85248499,0.962962962963
85381444,85381472,0.965517241379
86651839,86651872,0.911764705882
87515921,87515952,0.9690000000000001
88752530,88752566,0.925
89920895,89920927,0.909
91434526,91434557,0.96875
93673989,93674015,1.0
96882960,96882997,0.9473684210529999
96883365,96883397,0.9696969696969999
100408804,100408833,0.9329999999999999
100409715,100409745,0.903225806452
100410492,100410521,0.9
100930288,100930327,1.0
100971719,100971748,0.9
100974352,100974383,0.9375
101099098,101099125,0.9640000000000001
101230532,101230557,0.9229999999999999
101289436,101289465,0.9
101407436,101407460,0.96
101411399,101411432,0.911764705882
101486938,101486978,0.90243902439
101625242,101625272,0.903225806452
101842302,101842326,1.0
101842356,101842380,0.96
101918451,101918487,0.9473684210529999
102153610,102153667,0.9309999999999999
102153611,102153668,0.9309999999999999
102305817,102305847,0.903
102305891,102305916,0.9229999999999999
102368639,102368709,0.971830985915
102381077,102381106,0.9
102381199,102381225,0.9259999999999999
102381268,102381298,0.903
102466400,102466429,0.9
103093397,103093422,1.0
103215565,103215594,1.0
103309258,103309298,0.928571428571
103355979,103356006,0.9640000000000001
103375598,103375632,0.942857142857
103712533,103712559,0.962962962963
104039269,104039297,0.933333333333
104039546,104039571,0.9615384615379999
104112398,104112427,0.9666666666670001
104165738,104165762,0.92
104166480,104166504,0.92
104255310,104255342,0.9393939393940001
105822742,105822766,0.92
105947443,105947467,0.96
106693367,106693403,0.9473684210529999
106926788,106926827,1.0
106926892,106926938,0.9148936170209999
107000839,107000872,0.911764705882
107000878,107000909,0.9059999999999999
107524996,107525024,0.965517241379
107637924,107637951,0.964285714286
107638724,107638749,1.0
107639868,107639899,0.96875
107716850,107716874,0.92
107722835,107722865,0.903225806452
107775659,107775690,0.90625
107825679,107825705,0.9259999999999999
107839361,107839394,0.912
108124436,108124466,0.903225806452
108129556,108129588,0.909090909091
108737944,108737995,0.923076923077
109476729,109476777,0.979591836735
109535231,109535260,0.9329999999999999
109683709,109683738,0.933333333333
109685076,109685110,0.914
110001798,110001823,0.9229999999999999
110107623,110107655,0.909090909091
110108074,110108132,0.949152542373
110448679,110448709,0.903225806452
111122261,111122286,0.923076923077
111683296,111683323,0.928571428571
111744774,111744813,0.95
111744837,111744866,0.9
111745125,111745151,1.0
112815543,112815570,0.928571428571
112815596,112815624,0.965517241379
112824992,112825017,0.9229999999999999
115018062,115018087,0.9229999999999999
115288476,115288518,0.9302325581399999
115288528,115288575,0.916666666667
115288761,115288800,0.925
115288898,115288932,0.943
115289224,115289252,0.9309999999999999
115620684,115620730,0.936170212766
115620999,115621028,0.9
115637940,115637964,0.96
118495758,118495783,0.923076923077
118727421,118727449,0.9309999999999999
118972934,118972960,0.925925925926
118978942,118978969,0.9640000000000001
119236814,119236839,0.9620000000000001
119467518,119467548,0.903225806452
119573830,119573855,0.9615384615379999
119574251,119574280,0.9666666666670001
119593611,119593637,0.925925925926
119593810,119593840,0.903225806452
119758501,119758532,0.90625
119902019,119902049,0.903225806452
119944645,119944669,0.96
120078199,120078228,0.9329999999999999
120158079,120158104,0.9229999999999999
120287309,120287338,0.9666666666670001
120311810,120311843,1.0
120469184,120469209,0.923076923077
120560256,120560281,0.923076923077
120603282,120603307,0.9615384615379999
123184100,123184138,0.95
123614541,123614565,0.92
123625086,123625110,1.0
124962817,124962864,0.916666666667
124965068,124965093,1.0
126165955,126165985,0.903225806452
126166690,126166715,0.9229999999999999
126819106,126819135,0.933333333333
129540280,129540323,0.909090909091
129843385,129843409,0.96
129904668,129904703,0.944444444444
130003358,130003382,0.92
130083086,130083115,0.933333333333
130339071,130339101,0.935483870968
130387177,130387209,0.9393939393940001
130400822,130400850,0.9309999999999999
130703513,130703537,1.0
132095056,132095112,0.982
132128313,132128361,0.9387755102040001
132218094,132218136,0.977
132390260,132390291,0.9375
132408098,132408151,0.9074074074070001
133986966,133986997,0.9375
134567778,134567805,0.929
134567812,134567847,0.972222222222
134808367,134808398,0.9059999999999999
134899768,134899794,0.9259999999999999
134990749,134990779,0.935
135053299,135053330,0.9375
135420731,135420769,0.923076923077
135765189,135765219,0.967741935484
135782474,135782504,0.967741935484
135799738,135799768,0.967741935484
135817010,135817040,0.967741935484
135834278,135834308,0.967741935484
135851528,135851558,0.967741935484
135868806,135868836,0.967741935484
135886089,135886119,0.967741935484
135894988,135895014,0.962962962963
135896529,135896559,0.903225806452
136023169,136023227,0.916666666667
136251450,136251483,1.0
136252677,136252726,0.9
136497348,136497374,0.9259999999999999
137566831,137566855,0.96
137566949,137566981,0.909090909091
138711796,138711827,0.90625
138984444,138984479,0.917
138984593,138984645,0.944444444444
138984679,138984708,0.933333333333
138984815,138984842,0.964285714286
139205843,139205889,0.9375
139205954,139205978,0.92
139206021,139206045,0.964285714286
139614513,139614545,0.9393939393940001
139790470,139790502,0.909090909091
140506950,140506982,0.941176470588
140785176,140785209,0.912
141002752,141002780,0.9309999999999999
141177755,141177791,0.918918918919
145821077,145821105,0.933333333333
145821122,145821155,0.941176470588
147911522,147911557,0.95
147912087,147912117,0.903225806452
147980662,147980706,0.933333333333
147981713,147981743,0.903225806452
148500632,148500691,0.9666666666670001
149610429,149610458,1.0
149631714,149631781,0.941176470588
149688641,149688734,0.968085106383
149711921,149711984,0.90625
