Start,End,Purity
19502801,19502829,0.966
19503106,19503138,0.909090909091
19783256,19783299,1.0
19851227,19851253,0.9259999999999999
19852000,19852027,0.928571428571
19853602,19853628,0.925925925926
19991084,19991118,0.942857142857
19991611,19991640,0.9
20527330,20527358,0.931034482759
20567856,20567880,0.92
20596055,20596088,1.0
20703755,20703779,0.92
20903346,20903373,0.929
20904554,20904604,0.9215686274510001
21420289,21420314,0.9229999999999999
21670545,21670572,0.964285714286
21672305,21672338,0.911764705882
22664161,22664190,0.933333333333
22675283,22675311,0.9309999999999999
22675336,22675366,0.903225806452
23204581,23204652,0.930555555556
23204652,23204680,0.9309999999999999
23341778,23341806,0.965517241379
23368062,23368106,0.9109999999999999
23368688,23368714,1.0
23410816,23410840,0.92
24269358,24269407,0.96
24269742,24269768,1.0
24270993,24271075,0.9279999999999999
24278944,24279010,0.91
24314375,24314405,0.935
24504305,24504330,0.9615384615379999
24762374,24762398,0.92
24764893,24764927,0.944444444444
24914042,24914066,0.96
25173392,25173429,0.9473684210529999
25288880,25288959,0.9125
25370953,25370978,0.923076923077
25371358,25371399,0.904761904762
25371409,25371456,0.916666666667
25372395,25372421,0.9259999999999999
27171448,27171481,0.941176470588
27270062,27270091,0.9329999999999999
27423932,27423956,0.92
27583170,27583268,0.91
27920093,27920121,0.931034482759
27987886,27987923,0.9209999999999999
27989145,27989173,0.966
28138487,28138511,0.92
28139508,28139553,0.9347826086959999
28717486,28717510,1.0
29850579,29850605,0.925925925926
30282955,30282985,0.935483870968
30283267,30283291,1.0
30464762,30464790,0.9666666666670001
30712546,30712570,0.92
30714573,30714609,0.9459459459460001
30735005,30735030,0.9615384615379999
30735435,30735459,1.0
32032004,32032028,0.92
32286748,32286786,0.974358974359
32526817,32526856,0.925
32537250,32537279,0.933333333333
32758059,32758084,0.9229999999999999
33350941,33350965,0.92
33817820,33817844,0.92
33818878,33818907,0.933333333333
34942512,34942550,0.9487179487180001
35476301,35476358,0.965517241379
36127304,36127331,0.929
36216317,36216342,1.0
36284076,36284100,0.92
36284153,36284178,0.9229999999999999
36433373,36433462,0.967391304348
36878702,36878730,0.931034482759
36999837,36999865,0.931034482759
37052550,37052574,0.96
