Start,End,Purity
20542509,20542594,0.9418604651160001
20867928,20867967,0.9
21878894,21878930,0.918918918919
22458124,22458193,0.942857142857
22786672,22786703,0.96875
22786839,22786868,0.9329999999999999
22927170,22927194,0.92
22927484,22927510,0.925925925926
23137531,23137591,0.935483870968
23353819,23353845,1.0
23443382,23443406,0.96
25406685,25406725,0.928571428571
25406752,25406778,0.963
27328103,27328127,0.92
27518190,27518219,0.9
28377735,28377761,1.0
28385051,28385086,0.916666666667
29254159,29254190,0.9375
29571117,29571144,0.929
29572469,29572505,0.9459459459460001
29821839,29821868,0.9329999999999999
29821841,29821870,0.9329999999999999
30081536,30081560,0.96
30082006,30082033,0.929
30082691,30082715,0.96
30134787,30134811,0.96
30373985,30374009,0.92
30414500,30414524,0.96
30415177,30415206,1.0
30551034,30551063,1.0
30551716,30551740,0.96
30603764,30603788,0.96
30903216,30903246,0.903225806452
31068745,31068769,1.0
32030399,32030429,0.903225806452
32403532,32403556,0.96
32455874,32455898,0.96
32456551,32456580,1.0
32593194,32593218,0.96
32642569,32642595,1.0
33156271,33156299,0.931034482759
33310310,33310355,0.9565217391299998
33310397,33310425,0.933333333333
33310506,33310533,0.929
34224049,34224074,0.9615384615379999
34336908,34336933,0.9229999999999999
34366611,34366636,0.9615384615379999
34368611,34368665,0.946428571429
34536249,34536273,0.92
34537650,34537678,1.0
34970717,34970741,0.92
36701078,36701174,0.92
37098384,37098428,0.9347826086959999
37098982,37099011,0.9
37099244,37099282,0.923076923077
37099709,37099738,0.9670000000000001
37099806,37099848,0.93
38251524,38251560,0.972972972973
38251701,38251743,0.9772727272730001
38463492,38463537,1.0
38466187,38466221,0.944444444444
38695451,38695486,1.0
39581640,39581668,1.0
39776185,39776219,0.943
40036375,40036423,0.918367346939
40039978,40040003,1.0
40106522,40106556,0.9714285714290001
40107538,40107580,0.953488372093
40262510,40262539,0.9670000000000001
40289932,40289972,0.9523809523810001
40289973,40290003,0.903225806452
40353115,40353151,0.9459459459460001
40358236,40358280,0.933333333333
40358333,40358357,0.92
40381555,40381579,0.96
40406849,40406880,0.90625
40558793,40558817,0.92
40563678,40563710,0.9696969696969999
40568287,40568315,0.965517241379
40569993,40570017,1.0
40601858,40601885,0.964285714286
40697571,40697595,0.96
40745405,40745430,0.9615384615379999
40754816,40754840,0.92
40763111,40763140,0.933333333333
40805376,40805400,0.92
40806210,40806238,0.931034482759
40827948,40827978,0.967741935484
40830441,40830469,0.931034482759
40845316,40845349,0.941176470588
40852020,40852045,0.9620000000000001
40852619,40852662,0.9318181818179999
40951600,40951634,0.942857142857
41097036,41097060,1.0
41097775,41097804,0.9329999999999999
41225887,41225920,0.941176470588
41416066,41416090,0.92
41416229,41416265,0.9459459459460001
41417143,41417170,0.929
41492250,41492277,1.0
41560385,41560432,0.916666666667
41569289,41569318,0.9
41784894,41784921,0.928571428571
41833411,41833438,0.928571428571
42208054,42208078,0.92
42238009,42238043,0.944444444444
