Start,End,Purity
518323,518353,0.903225806452
519905,519936,0.9059999999999999
602375,602399,0.96
692413,692445,0.9390000000000001
710632,710663,0.9059999999999999
905360,905398,0.9229999999999999
905419,905456,0.9470000000000001
905484,905623,0.929
905680,905722,1.0
905772,905911,0.929
905988,906016,1.0
906184,906219,1.0
906298,906326,1.0
906361,906394,0.912
906428,906456,1.0
906462,906490,1.0
906528,906561,0.912
906619,906643,1.0
955819,955843,0.92
956417,956457,0.927
956751,956775,0.96
981297,981326,0.9
1232241,1232272,0.9690000000000001
1232647,1232671,0.92
1504782,1504806,1.0
1568454,1568483,1.0
1936498,1936524,0.9259999999999999
1938747,1938780,0.941176470588
1938841,1938871,1.0
2231299,2231333,0.942857142857
2238982,2239032,0.923076923077
2279753,2279780,0.964285714286
2313524,2313554,0.903225806452
2315273,2315297,0.92
2315388,2315412,0.96
2361953,2361977,1.0
2432139,2432177,0.9487179487180001
2513252,2513280,0.931034482759
2556080,2556106,1.0
2596311,2596336,0.9620000000000001
2632006,2632033,0.964285714286
2648221,2648245,0.92
2763196,2763234,0.925
4680622,4680680,0.9666666666670001
4681013,4681050,0.925
4681067,4681093,0.9259999999999999
4681115,4681177,0.9209999999999999
4681224,4681259,0.944444444444
4681442,4681468,0.9259999999999999
4682464,4682490,0.9259999999999999
4739402,4739432,0.935
4776556,4776585,0.933333333333
4862916,4862942,0.9259999999999999
4959146,4959181,0.944444444444
4959820,4959845,0.9229999999999999
5047598,5047627,0.933333333333
5189689,5189719,0.903225806452
5286523,5286549,0.925925925926
5288296,5288323,0.964285714286
5321640,5321686,1.0
5322288,5322312,0.96
5393608,5393647,0.9
5514663,5514707,0.955555555556
5591057,5591101,0.955555555556
5881630,5881656,1.0
5899340,5899388,0.9387755102040001
6009976,6010000,0.92
6013256,6013280,1.0
6014251,6014275,1.0
6135652,6135694,0.9069767441859999
6347884,6347932,0.9387755102040001
6372793,6372822,0.9
6373947,6373971,0.96
6375652,6375682,0.903
6446478,6446519,0.9523809523810001
6448183,6448231,0.918367346939
6448700,6448735,1.0
6484767,6484798,0.96875
6485248,6485279,0.9375
6485554,6485585,0.90625
6485734,6485764,1.0
6537371,6537395,1.0
6538369,6538409,0.9756097560979999
6598740,6598790,0.9607843137250001
6615488,6615518,0.967741935484
6643010,6643048,0.923076923077
6697993,6698022,0.9329999999999999
6704741,6704775,0.9714285714290001
6705728,6705759,0.938
6825640,6825664,0.96
7232485,7232510,0.9615384615379999
7638542,7638580,1.0
8237824,8237854,0.9375
11831844,11831872,1.0
12569177,12569229,0.944444444444
14840700,14840745,1.0
15686162,15686198,0.946
16527454,16527490,0.918918918919
16646194,16646236,0.9069767441859999
16665506,16665530,0.96
16666390,16666421,1.0
16684715,16684739,0.92
