Start,End,Purity
242724,242751,0.964285714286
244502,244526,0.92
244548,244579,0.9375
287449,287474,0.923076923077
1840897,1840921,0.92
3423322,3423352,0.96875
3423323,3423353,0.96875
3502002,3502048,0.958333333333
3516475,3516504,0.9
3559763,3559789,0.962962962963
3704506,3704530,0.92
5692572,5692597,0.9620000000000001
5693394,5693422,1.0
8681732,8681759,0.929
8682761,8682787,0.962962962963
8771681,8771727,0.9148936170209999
8803136,8803160,0.92
9475489,9475518,0.933333333333
9479792,9479830,0.9487179487180001
9556322,9556349,0.929
9630401,9630427,0.9259999999999999
9951304,9951335,0.9059999999999999
10418259,10418286,0.964285714286
10418447,10418474,0.964285714286
10670753,10670786,0.911764705882
10671400,10671426,0.925925925926
10690416,10690440,1.0
10809646,10809672,1.0
10818486,10818542,0.929824561404
11133002,11133044,0.9318181818179999
11567110,11567136,0.9259999999999999
11587699,11587745,0.9375
11676321,11676363,0.976744186047
11764059,11764083,0.92
11787388,11787418,0.935483870968
11787941,11787966,0.923076923077
15192350,15192375,0.9615384615379999
15239370,15239402,0.9390000000000001
15419336,15419360,1.0
15419390,15419426,0.918918918919
15425392,15425416,0.96
15562108,15562146,0.923076923077
15562503,15562528,0.923076923077
15590924,15590954,0.935483870968
15599300,15599324,0.96
16589723,16589747,0.92
16590065,16590095,0.9375
17518091,17518115,0.92
17592637,17592679,0.953488372093
17747490,17747523,0.911764705882
17770898,17770926,0.931034482759
19354390,19354424,1.0
20313836,20313860,1.0
20446574,20446617,0.932
20447277,20447301,0.92
20667367,20667391,0.92
20801094,20801118,0.92
20801931,20801983,0.944444444444
20802066,20802097,0.90625
23560264,23560289,1.0
23834147,23834179,0.9393939393940001
24048163,24048187,0.96
24060950,24060976,0.925925925926
24075338,24075362,0.92
24084341,24084420,0.925
24327284,24327316,0.9696969696969999
24831845,24831931,0.9079999999999999
24832058,24832085,0.929
24920250,24920279,0.9670000000000001
24920451,24920477,0.962962962963
25041239,25041276,0.973684210526
25092404,25092443,0.95
25120642,25120669,0.933333333333
25653504,25653533,0.9
25880143,25880169,0.9259999999999999
26033107,26033148,0.904761904762
26245264,26245290,0.962962962963
26253857,26253904,0.979166666667
26319618,26319642,0.92
26474254,26474284,0.935
26474327,26474358,0.9059999999999999
26474375,26474405,0.903
26478681,26478714,0.9705882352940001
26643074,26643098,0.92
26643110,26643137,0.964285714286
26692835,26692859,0.92
26726087,26726111,0.92
